Order ID,Product Name,Category,Price,Quantity,Date
ORD2343,Messi#,Electronics,,5,
,Messi!!,Home,129.39,,
, MESSI ,,,-1,2023-01-01
2346,messi,,,,
,,??,,,13-13-2023
ORD2348,Messi#,Home,,,2024/02/05
2349,messi,??,47.77,-1,2024/02/05
ORD2350,Messi!!,,397.12,,2024/02/05
ORD2351,Messi,Clothing,N/A,8,2023-01-01
ORD2352,,,100.85,,
, MESSI ,,,2,2024/02/05
ORD2354, MESSI ,Clothing,95.01,,13-13-2023
ORD2355,messi,??,,-1,
ORD2356,messi,,,,
,messi,,109.02,8,
ORD2358,messi,??,374.25,,
2359, MESSI ,,426.93,,2023-01-01
, MESSI ,Clothing,N/A,2,
, MESSI ,Clothing,N/A,-1,2024/02/05
ORD2362, MESSI ,Clothing,,,2023-01-01
, MESSI ,Electronics,68.52,,
,Messi,Clothing,302.65,,2024/02/05
,,Clothing,,,
2366,Messi!!,Home,,-1,13-13-2023
2367,Messi,,168.38,7,2024/02/05
,Messi!!,,433.3,-1,2024/02/05
ORD2369,Messi,,N/A,,2023-01-01
,,,,,2024/02/05
,messi,,,,
ORD2372,messi,,,-1,13-13-2023
2373,,Clothing,,4,
, MESSI ,Clothing,N/A,,
ORD2375,Messi!!,??,,,
,Messi!!,??,458.1,-1,2023-01-01
2377, MESSI ,Home,473.71,,
,Messi#,??,149.05,,
,Messi!!,Home,,,2023-01-01
,,,240.51,6,
,Messi!!,Electronics,264.66,,13-13-2023
2382,Messi#,,,,2024/02/05
,Messi#,,N/A,-1,2023-01-01
,Messi,,,,
2385,messi,,,,
,Messi,??,N/A,-1,2024/02/05
,,Electronics,140.56,-1,2024/02/05
,Messi,??,,,2023-01-01
ORD2389,Messi!!,??,,-1,
ORD2390,Messi!!,??,N/A,-1,
,Messi,,,,
ORD2392,Messi#,Home,104.91,4,
ORD2393, MESSI ,Electronics,253.96,,2024/02/05
,Messi#,,N/A,,13-13-2023
ORD2395,Messi!!,Home,468.6,10,13-13-2023
,Messi#,??,98.3,,2023-01-01
ORD2397,,Clothing,N/A,-1,
ORD2398,Messi!!,Home,N/A,,
2399,Messi,Clothing,180.69,-1,2024/02/05
,messi,Clothing,40.18,,13-13-2023
,Messi#,??,396.45,,2023-01-01
,Messi!!,,,3,
ORD2403, MESSI ,,15.03,-1,13-13-2023
,Messi!!,,N/A,7,13-13-2023
ORD2405,Messi#,,,10,2024/02/05
ORD2406,,Clothing,,,13-13-2023
,Messi#,Electronics,,,2023-01-01
,Messi!!,Home,N/A,,13-13-2023
, MESSI ,,393.13,,2024/02/05
, MESSI ,Electronics,,-1,13-13-2023
,,Clothing,315.29,,13-13-2023
2412,messi,??,,,
,Messi!!,??,N/A,,
ORD2414,Messi,Clothing,,,
,,Home,,,
,,Home,,1,13-13-2023
, MESSI ,??,499.75,-1,2024/02/05
2418,,Electronics,,-1,
2419,Messi!!,,,-1,
2420,Messi#,??,,-1,2023-01-01
ORD2421,Messi#,Home,165.88,-1,
2422,Messi#,Electronics,222.25,,2023-01-01
2423,,Home,181.49,4,
,,??,212.33,2,13-13-2023
ORD2425,Messi!!,??,,-1,13-13-2023
,Messi!!,,,,
ORD2427,Messi!!,Home,411.04,,2023-01-01
ORD2428,,Clothing,N/A,5,2024/02/05
,,,,,13-13-2023
ORD2430,messi,??,,,13-13-2023
,messi,Clothing,N/A,2,13-13-2023
2432,,,,10,13-13-2023
ORD2433,,??,,,2023-01-01
,Messi!!,Home,,-1,13-13-2023
ORD2435,messi,,,9,
2436,Messi#,,,,
,,??,,6,13-13-2023
ORD2438,,Clothing,,,13-13-2023
ORD2439,Messi!!,??,N/A,-1,13-13-2023
2440,messi,,108.06,,2024/02/05
ORD2441,Messi!!,,100.66,,2024/02/05
,messi,,54.82,-1,2023-01-01
,Messi,Electronics,,9,13-13-2023
,,,N/A,,13-13-2023
,,Clothing,N/A,,13-13-2023
,Messi,,N/A,-1,13-13-2023
,,,N/A,,2023-01-01
ORD2448,Messi#,,319.27,2,
2449,messi,,,1,13-13-2023
2450, MESSI ,Clothing,316.81,10,
,messi,Home,,-1,2024/02/05
2452, MESSI ,Home,,2,
,messi,??,N/A,,2024/02/05
,,Clothing,,,
,,,,,
2456,,??,,,
,,,N/A,,2023-01-01
ORD2458,messi,??,,,13-13-2023
, MESSI ,,,,
,Messi!!,,,-1,13-13-2023
,Messi#,,,-1,13-13-2023
2462,messi,Home,,7,13-13-2023
,Messi!!,Home,,,2024/02/05
,Messi!!,,,2,2024/02/05
,Messi#,Home,,10,2023-01-01
,Messi!!,Clothing,,,2023-01-01
ORD2467, MESSI ,Clothing,242.25,,13-13-2023
,Messi#,Clothing,324.16,-1,
ORD2469,,,N/A,-1,2024/02/05
2470,Messi!!,Home,N/A,-1,13-13-2023
2471,Messi!!,,,,13-13-2023
,,Electronics,,1,
,messi,??,N/A,-1,2024/02/05
,,Clothing,,7,2023-01-01
,messi,,,,2024/02/05
2476,,,,,
,,Home,474.14,-1,13-13-2023
ORD2478,Messi#,,N/A,-1,
2479, MESSI ,Home,288.38,4,
2480,Messi,??,,,2024/02/05
,Messi,Clothing,,,2024/02/05
2482,,??,N/A,,
,Messi#,Electronics,,-1,2024/02/05
,,,,-1,
,Messi!!,Home,,5,
ORD2486, MESSI ,Clothing,N/A,,2023-01-01
,,Home,47.71,3,2024/02/05
,Messi!!,,413.27,-1,13-13-2023
2489,messi,Clothing,,,
,Messi,??,,,
ORD2491,,,N/A,,13-13-2023
2492,messi,,N/A,3,
2493,Messi#,Home,257.31,,13-13-2023
2494,,??,,,
ORD2495,Messi#,??,N/A,,
,,??,,,2024/02/05
2497,Messi,Electronics,,5,13-13-2023
,Messi,Clothing,,-1,2024/02/05
,Messi,Electronics,,5,2024/02/05
, MESSI ,Home,N/A,3,
, MESSI ,Home,,,2024/02/05
,Messi#,Clothing,,1,
2503,,Electronics,,10,2023-01-01
2504,,Clothing,,,13-13-2023
2505, MESSI ,,N/A,9,2024/02/05
,Messi#,,N/A,4,13-13-2023
,Messi,Clothing,226.67,,2024/02/05
ORD2508,Messi#,,N/A,,
,Messi#,Clothing,,,13-13-2023
, MESSI ,??,,,
, MESSI ,,491.28,-1,2024/02/05
ORD2512,Messi#,Home,N/A,-1,2023-01-01
2513, MESSI ,Home,263.69,-1,13-13-2023
,messi,Electronics,,,13-13-2023
,Messi,Home,N/A,,
ORD2516, MESSI ,Home,,,2024/02/05
ORD2517,messi,,,4,
,Messi!!,,145.18,-1,
,Messi!!,Electronics,N/A,,13-13-2023
ORD2520,Messi!!,Clothing,,-1,13-13-2023
, MESSI ,??,56.64,4,
,Messi#,Clothing,,-1,2024/02/05
, MESSI ,Home,,1,2023-01-01
2524, MESSI ,,27.8,,2023-01-01
2525,,Home,,,2024/02/05
ORD2526,messi,Clothing,474.4,-1,13-13-2023
ORD2527,Messi#,,,,
, MESSI ,Home,,,
ORD2529,messi,Clothing,,8,13-13-2023
,messi,Clothing,,-1,2023-01-01
2531,,Home,,5,
ORD2532,Messi#,Clothing,,,13-13-2023
, MESSI ,,186.47,-1,2023-01-01
ORD2534,,,,,2023-01-01
,Messi#,??,486.59,,
ORD2536,messi,Clothing,78.12,-1,
,messi,Clothing,N/A,,13-13-2023
,,Clothing,N/A,,
,,,322.97,7,13-13-2023
,messi,,,-1,2023-01-01
, MESSI ,??,39.47,,2024/02/05
,,Clothing,,10,
,,Home,,-1,
, MESSI ,,,-1,2024/02/05
,Messi,??,,5,
,Messi,??,304.4,,13-13-2023
,messi,,,-1,2023-01-01
,Messi,,,4,2023-01-01
ORD2549, MESSI ,Electronics,,9,
2550,,Clothing,,-1,2024/02/05
ORD2551, MESSI ,Electronics,,,
, MESSI ,Electronics,,10,2024/02/05
2553,Messi!!,Clothing,,,2023-01-01
,,,N/A,9,13-13-2023
ORD2555,Messi#,Home,10.34,,13-13-2023
,,Clothing,,,13-13-2023
,Messi!!,Electronics,,,13-13-2023
,Messi#,,,,
ORD2559,Messi!!,Home,,,2024/02/05
ORD2560,,??,,,
2561,messi,Home,N/A,-1,2024/02/05
2562,Messi,,,9,2023-01-01
2563,Messi,Electronics,N/A,,2023-01-01
2564, MESSI ,Home,N/A,-1,2024/02/05
2565,messi,,,2,
, MESSI ,??,,,2024/02/05
, MESSI ,Home,385.07,,2023-01-01
,Messi,Home,,,
,Messi#,Home,N/A,,13-13-2023
ORD2570,,,N/A,7,13-13-2023
ORD2571, MESSI ,Electronics,,,2024/02/05
2572,,,,,2024/02/05
,,,,,13-13-2023
ORD2574, MESSI ,??,,,13-13-2023
,Messi!!,,,,
,,Clothing,,-1,
2577,,,N/A,9,13-13-2023
,Messi#,,,-1,
,,,,,13-13-2023
2580, MESSI ,,,,
,,,N/A,4,2024/02/05
2582,messi,Home,N/A,10,
,Messi!!,??,,5,
ORD2584, MESSI ,Home,,,
ORD2585, MESSI ,Clothing,,,
,Messi,Home,N/A,,
ORD2587,Messi#,Electronics,237.99,-1,
2588,Messi#,??,,,13-13-2023
,Messi!!,,N/A,-1,
,,Electronics,N/A,,13-13-2023
2591, MESSI ,??,N/A,,
ORD2592,,Electronics,N/A,6,
,messi,Electronics,,8,
,Messi,??,13.37,5,2023-01-01
2595,Messi!!,??,N/A,-1,2023-01-01
,,,,,
ORD2597, MESSI ,,,-1,
, MESSI ,Clothing,30.94,-1,2024/02/05
, MESSI ,,,,2023-01-01
2600,,Electronics,,,2024/02/05
,Messi#,Electronics,345.55,,
2602,Messi!!,Home,151.99,9,2024/02/05
2603,,??,,10,
ORD2604, MESSI ,Electronics,,-1,13-13-2023
2605,Messi!!,Clothing,N/A,5,
,messi,Clothing,422.85,8,2023-01-01
,Messi#,Electronics,218.82,,
2608,Messi!!,Electronics,,,
ORD2609,messi,??,,,
ORD2610,Messi,Home,,-1,2023-01-01
,Messi,Home,216.87,1,
,Messi!!,Home,,10,13-13-2023
,,??,263.87,,13-13-2023
,,Home,,1,13-13-2023
ORD2615,Messi#,,252.67,1,
,,Clothing,,,
,,Home,N/A,,2024/02/05
,Messi,Clothing,N/A,-1,
,Messi!!,Home,N/A,,2023-01-01
,Messi!!,Electronics,N/A,,2023-01-01
2621, MESSI ,Home,,4,13-13-2023
,,Home,,,2024/02/05
,Messi,Clothing,,,13-13-2023
2624,Messi!!,,,1,
2625,Messi!!,,,-1,
ORD2626, MESSI ,,,,
,,,N/A,,
ORD2628,Messi!!,,,-1,2024/02/05
ORD2629,messi,,,1,2023-01-01
ORD2630, MESSI ,,360.76,,2023-01-01
,Messi!!,??,181.63,,13-13-2023
2632,Messi!!,Home,441.14,1,2023-01-01
ORD2633,messi,Home,239.41,,13-13-2023
, MESSI ,Electronics,312.87,10,
,,Home,,,
,,,N/A,-1,2024/02/05
,,Clothing,,9,2023-01-01
,,,,-1,
,Messi,Clothing,,1,
,Messi,??,,,2024/02/05
,Messi,,N/A,,2023-01-01
, MESSI ,,N/A,,2024/02/05
ORD2643,Messi,,15.46,-1,2023-01-01
ORD2644,Messi#,,224.57,,13-13-2023
,,,239.42,,2024/02/05
,messi,??,158.09,,13-13-2023
, MESSI ,??,,-1,
ORD2648,Messi#,Electronics,,,
ORD2649,Messi,,413.25,6,13-13-2023
ORD2650,Messi#,??,,10,2024/02/05
,messi,Clothing,,,2024/02/05
,,??,,-1,2024/02/05
2653,Messi#,,,-1,2023-01-01
ORD2654,Messi#,,111.67,,2024/02/05
,Messi#,,N/A,,2024/02/05
,,Clothing,N/A,7,2023-01-01
,Messi#,Clothing,,,
,Messi,??,278.36,,
ORD2659, MESSI ,,,1,
,Messi!!,??,,,
ORD2661,,Electronics,N/A,-1,
ORD2662,Messi!!,,N/A,4,2024/02/05
,messi,Electronics,304.29,,
2664,Messi,??,N/A,,
,Messi,Clothing,N/A,,
2666,,Clothing,,3,
,Messi#,,,4,2023-01-01
,messi,Home,,,
2669,Messi#,,N/A,,13-13-2023
,Messi#,,N/A,,
2671,,Clothing,,,2024/02/05
,messi,??,284.9,-1,13-13-2023
,,??,,,2023-01-01
,Messi#,Home,378.11,-1,2024/02/05
2675,,??,399.83,-1,2023-01-01
,Messi,,193.59,-1,
,Messi,Clothing,N/A,,
ORD2678,,Home,169.9,,
ORD2679, MESSI ,,,,2024/02/05
,Messi,Electronics,,-1,
, MESSI ,??,30.02,,2023-01-01
ORD2682,Messi,Home,,,
ORD2683,messi,,,,13-13-2023
, MESSI ,Electronics,N/A,,13-13-2023
,,Electronics,N/A,-1,
ORD2686,Messi!!,,,,2024/02/05
2687,Messi,Electronics,N/A,7,
,Messi!!,Home,,-1,13-13-2023
,,Electronics,341.13,-1,2023-01-01
,Messi#,Clothing,360.26,-1,
, MESSI ,Clothing,N/A,,13-13-2023
ORD2692,messi,,,,13-13-2023
,,Clothing,131.27,,2024/02/05
2694,Messi#,Electronics,,-1,
ORD2695,Messi,Electronics,,-1,2024/02/05
,,??,,4,2024/02/05
,,Electronics,,,2023-01-01
ORD2698,Messi,,235.49,,2024/02/05
,,Clothing,,,
2700,Messi#,??,,,2024/02/05
2701,,Electronics,,,
2702,Messi!!,Home,,,
, MESSI ,,,,
,Messi#,Clothing,N/A,4,
,Messi,,,,
2706,messi,Clothing,,,2023-01-01
ORD2707, MESSI ,??,,-1,
2708,Messi#,??,N/A,,2023-01-01
,Messi,??,N/A,10,2023-01-01
,messi,Electronics,442.62,,2023-01-01
2711,Messi!!,Home,N/A,4,2024/02/05
ORD2712,Messi!!,,,-1,13-13-2023
2713,,,N/A,,
,,,373.52,-1,
,,??,329.12,,
2716, MESSI ,Clothing,358.94,10,13-13-2023
2717,,Home,,-1,2024/02/05
,messi,,N/A,,
,Messi!!,??,,,2023-01-01
ORD2720, MESSI ,,,2,2024/02/05
,messi,??,N/A,,13-13-2023
ORD2722,Messi!!,Clothing,N/A,-1,2023-01-01
ORD2723, MESSI ,Clothing,,3,2024/02/05
ORD2724,,,,2,
,Messi,,N/A,-1,
ORD2726,,Home,N/A,,
,messi,Home,,,
2728, MESSI ,Electronics,,3,
,Messi#,Home,,5,
2730, MESSI ,Home,N/A,,2024/02/05
,Messi#,Clothing,,,2023-01-01
,Messi!!,Electronics,268.88,,2024/02/05
,,,N/A,-1,
,,,N/A,,
, MESSI ,,,,13-13-2023
,Messi#,??,N/A,6,2024/02/05
2737,,Electronics,N/A,3,
ORD2738,,??,N/A,-1,2023-01-01
2739,Messi!!,Electronics,N/A,6,13-13-2023
,,,N/A,-1,2024/02/05
ORD2741,messi,,N/A,,
,messi,Electronics,N/A,6,2024/02/05
,Messi#,Clothing,,5,2023-01-01
2744,,,N/A,1,2024/02/05
, MESSI ,,210.48,,
,,,,,2024/02/05
,Messi#,Electronics,,-1,
ORD2748,Messi,Clothing,213.32,9,
ORD2749,Messi!!,??,,-1,
,,Electronics,,-1,2024/02/05
,Messi,,,,
,,Clothing,49.12,,
, MESSI ,,,-1,
,Messi!!,Electronics,N/A,4,
,Messi#,,,,
2756,Messi,,223.19,6,13-13-2023
ORD2757,Messi#,??,,-1,13-13-2023
,messi,Clothing,N/A,-1,
2759,,??,,-1,13-13-2023
2760,,,,,2024/02/05
,Messi#,Electronics,315.48,8,2023-01-01
,,Electronics,272.29,,
ORD2763,,Electronics,N/A,4,2024/02/05
,messi,Home,,3,2023-01-01
,Messi,??,,-1,
2766, MESSI ,,192.27,7,13-13-2023
2767, MESSI ,Electronics,,,2024/02/05
, MESSI ,,N/A,,
2769,Messi#,??,,8,2023-01-01
ORD2770,Messi#,??,N/A,-1,
,Messi,Electronics,217.05,,
,,Home,N/A,-1,2023-01-01
,,Electronics,,,
ORD2774,messi,Home,451.34,-1,13-13-2023
,,Home,,-1,
,,Clothing,253.62,9,
,Messi#,??,N/A,,
ORD2778,messi,??,264.08,-1,2023-01-01
ORD2779,Messi!!,Home,N/A,3,2024/02/05
,Messi#,,N/A,,
, MESSI ,Home,,3,13-13-2023
,messi,??,73.88,,2023-01-01
ORD2783,Messi,Electronics,440.34,,
ORD2784,Messi#,,N/A,,
ORD2785,Messi#,Electronics,,-1,
,Messi#,Clothing,,,2023-01-01
,Messi,??,,-1,13-13-2023
,Messi!!,,,,13-13-2023
ORD2789,Messi,Home,,-1,2023-01-01
2790,,Electronics,,-1,13-13-2023
ORD2791,messi,??,,-1,
,Messi#,Electronics,,,13-13-2023
ORD2793, MESSI ,,,,
2794,,,,9,
ORD2795,,Clothing,N/A,-1,2023-01-01
2796,Messi!!,Clothing,,,2024/02/05
,Messi#,Electronics,,6,
,Messi#,,,7,
,,Electronics,,-1,
2800,,Clothing,,-1,13-13-2023
2801,Messi!!,Home,N/A,5,2024/02/05
ORD2802,Messi!!,,466.45,2,13-13-2023
, MESSI ,Home,,8,
ORD2804,messi,??,,3,
,,Electronics,N/A,,2023-01-01
,Messi!!,Electronics,,,2024/02/05
,Messi,Home,419.97,,13-13-2023
ORD2808,messi,,,6,
,Messi,,,,
2810,Messi!!,Electronics,,1,
ORD2811,Messi#,??,,,2023-01-01
2812,Messi!!,Electronics,310.66,,2023-01-01
, MESSI ,Electronics,308.84,,
,Messi#,,358.24,-1,2023-01-01
ORD2815,Messi#,,389.4,4,2024/02/05
ORD2816, MESSI ,Home,437.81,,2024/02/05
,,Clothing,N/A,,13-13-2023
,Messi#,Electronics,N/A,-1,
2819,Messi!!,Electronics,417.73,-1,13-13-2023
2820,Messi#,,363.31,7,13-13-2023
,messi,Electronics,,,2024/02/05
ORD2822,Messi!!,Home,N/A,,13-13-2023
ORD2823,Messi!!,Electronics,430.04,,
ORD2824,,,,,
2825,messi,Electronics,437.05,,
,,Clothing,,2,
ORD2827,Messi!!,??,N/A,-1,
,,??,,3,2023-01-01
ORD2829,messi,,328.8,,13-13-2023
ORD2830,Messi#,Electronics,224.9,-1,2024/02/05
ORD2831,Messi#,,140.19,,13-13-2023
,Messi!!,Clothing,204.22,9,2024/02/05
ORD2833,Messi,,,,2024/02/05
, MESSI ,Clothing,,-1,
2835,Messi,Electronics,,,
,,,N/A,-1,2023-01-01
ORD2837,,Home,267.12,-1,2023-01-01
,Messi,,,9,
2839,Messi#,,,-1,2024/02/05
,Messi!!,Electronics,N/A,,13-13-2023
ORD2841,messi,,N/A,,
, MESSI ,,N/A,,2023-01-01
,,,,,2023-01-01
, MESSI ,Home,N/A,-1,
,Messi!!,Clothing,176.21,-1,2024/02/05
ORD2846,,Clothing,N/A,9,2023-01-01
,,,,,2023-01-01
,messi,Home,N/A,-1,13-13-2023
,Messi,,451.89,-1,
2850, MESSI ,,144.98,1,2023-01-01
, MESSI ,Home,,,
,,Electronics,,9,2024/02/05
,Messi#,Electronics,,,2024/02/05
,,Clothing,,5,2024/02/05
,,,,,2023-01-01
, MESSI ,Electronics,137.3,,
,Messi!!,Home,,,2023-01-01
, MESSI ,,,,2023-01-01
ORD2859,,,263.12,-1,2023-01-01
,messi,??,,-1,2024/02/05
ORD2861,,Electronics,,1,2024/02/05
2862,,Electronics,,,2023-01-01
, MESSI ,Clothing,N/A,-1,13-13-2023
2864,messi,Home,,-1,13-13-2023
2865,messi,,,,2023-01-01
ORD2866,Messi#,,N/A,4,2024/02/05
,,??,N/A,,13-13-2023
2868,Messi!!,Electronics,N/A,,13-13-2023
,Messi,Home,19.15,,2023-01-01
,Messi#,,,5,
,,,N/A,5,2023-01-01
ORD2872,,Home,,,
2873,Messi,Electronics,N/A,,
,messi,??,N/A,-1,
,Messi#,??,,-1,
2876,Messi#,,,-1,
ORD2877,messi,,N/A,,2023-01-01
,Messi#,Electronics,N/A,-1,
,messi,Home,,9,13-13-2023
ORD2880,Messi!!,??,,,13-13-2023
,messi,,,,
,,,,,
ORD2883,,Clothing,,-1,
ORD2884,Messi!!,Clothing,,,
2885,Messi!!,??,N/A,-1,2024/02/05
ORD2886,,,373.52,-1,2023-01-01
,Messi,,N/A,,
,,Home,,,2024/02/05
, MESSI ,Clothing,451.31,9,13-13-2023
ORD2890,Messi,Electronics,,5,2024/02/05
,Messi!!,??,,4,2023-01-01
2892,messi,,N/A,-1,2024/02/05
,Messi#,Clothing,N/A,,2023-01-01
,Messi,Clothing,,,13-13-2023
2895,Messi,Home,,10,13-13-2023
ORD2896,Messi#,Clothing,,,
,,??,,6,
,,Home,,,13-13-2023
,Messi#,Home,463.62,,
2900,Messi,Home,224.43,,13-13-2023
2901,Messi!!,??,N/A,,
ORD2902,Messi,Clothing,N/A,2,
, MESSI ,Electronics,N/A,-1,2024/02/05
,,Clothing,,,13-13-2023
2905,messi,Home,,-1,
,Messi#,Electronics,223.86,,
,Messi,Home,67.67,-1,2023-01-01
ORD2908,Messi!!,,N/A,10,
2909,,,,,
2910, MESSI ,,N/A,-1,13-13-2023
2911,Messi#,??,481.81,,2023-01-01
2912,Messi!!,Electronics,,4,2023-01-01
ORD2913, MESSI ,??,N/A,,13-13-2023
, MESSI ,Clothing,,,
2915,Messi#,??,N/A,-1,2024/02/05
2916,Messi#,??,,,13-13-2023
, MESSI ,Electronics,,4,
ORD2918,Messi!!,Clothing,474.26,,2023-01-01
,,Clothing,N/A,,2023-01-01
ORD2920, MESSI ,,,5,13-13-2023
,,Home,N/A,,2024/02/05
ORD2922,,??,,,
,Messi,??,,,
,,Clothing,,,2023-01-01
,messi,Clothing,,10,2024/02/05
,,,385.19,,2023-01-01
,Messi,Electronics,,,
ORD2928,Messi#,Clothing,,5,2023-01-01
ORD2929,messi,Clothing,11.91,,
ORD2930,Messi#,??,,,2023-01-01
ORD2931,,??,N/A,5,
ORD2932,,??,,10,13-13-2023
ORD2933, MESSI ,,,5,2024/02/05
, MESSI ,Electronics,,4,
2935,,Electronics,,-1,2024/02/05
,Messi#,,,,13-13-2023
2937,,??,,,
,,??,310.6,,
, MESSI ,Home,,-1,13-13-2023
2940,,Electronics,N/A,,
,,Home,N/A,,2023-01-01
2942,Messi,,N/A,,
2943,messi,Electronics,,,2024/02/05
, MESSI ,Electronics,N/A,,2023-01-01
2945,,Electronics,N/A,2,
,Messi,Electronics,359.63,-1,2024/02/05
2947,,Electronics,N/A,,13-13-2023
, MESSI ,,481.76,,2023-01-01
,Messi#,??,233.1,,2023-01-01
ORD2950,Messi#,Clothing,284.09,2,
2951,,Electronics,111.26,,2023-01-01
2952,,??,,2,13-13-2023
ORD2953,Messi#,,,,
2954,messi,,,-1,2024/02/05
ORD2955,Messi,??,67.87,1,
ORD2956,Messi!!,,N/A,,
,Messi,Clothing,,-1,
, MESSI ,Clothing,,,
2959,Messi#,,N/A,,
, MESSI ,Electronics,N/A,4,
,Messi,Clothing,N/A,,13-13-2023
,Messi!!,,N/A,,2023-01-01
2963,Messi!!,??,123.38,-1,
,,Home,,9,13-13-2023
2965, MESSI ,,,,
2966,Messi!!,Home,N/A,,
ORD2967,Messi#,Electronics,,,
2968,,??,,5,2024/02/05
,Messi,Electronics,,,2023-01-01
ORD2970,Messi,??,,-1,
2971,Messi#,??,,,2024/02/05
,messi,Electronics,,-1,13-13-2023
,Messi!!,??,N/A,-1,
ORD2974,Messi!!,Home,,-1,13-13-2023
,Messi,Home,13.86,,
ORD2976,Messi!!,??,N/A,,13-13-2023
2977, MESSI ,Clothing,180.71,7,2023-01-01
,messi,??,440.62,2,2023-01-01
,Messi,Home,,,
ORD2980,Messi#,??,,-1,13-13-2023
,,,,-1,
,Messi!!,Clothing,N/A,,
ORD2983,messi,,,,2024/02/05
,,Electronics,,,
ORD2985,messi,??,80.96,,2024/02/05
2986,Messi,Clothing,,-1,2024/02/05
2987, MESSI ,??,366.41,-1,2023-01-01
ORD2988,messi,Electronics,358.3,7,
,,Electronics,,,2023-01-01
ORD2990, MESSI ,??,N/A,-1,13-13-2023
2991,Messi!!,Clothing,N/A,,2024/02/05
ORD2992,messi,Clothing,,,
,,Home,416.24,,2023-01-01
,,,,10,2023-01-01
2995,,Home,176.25,-1,
ORD2996,Messi,Clothing,291.43,-1,
,messi,Clothing,,-1,
ORD2998,Messi,,,,2023-01-01
ORD2999,Messi,,N/A,8,2023-01-01
,,Home,,-1,
,,,,,
3002, MESSI ,,,-1,
,Messi!!,,230.75,,2023-01-01
ORD3004,messi,,,-1,
,,Electronics,322.1,,
,Messi,,41.74,6,2024/02/05
ORD3007,Messi,,,,2023-01-01
ORD3008,,Home,,-1,2024/02/05
,,Electronics,,8,
ORD3010,messi,Home,,7,2023-01-01
,Messi,,,-1,2024/02/05
, MESSI ,,,5,13-13-2023
,,Electronics,,,2023-01-01
3014,Messi#,Electronics,,,13-13-2023
ORD3015,Messi!!,??,,,
,messi,,,-1,
,Messi,Electronics,N/A,,
ORD3018,Messi!!,Clothing,,,2024/02/05
3019, MESSI ,Clothing,419.24,,
3020,,,,,
,messi,Home,N/A,-1,2023-01-01
ORD3022,Messi!!,??,,6,2024/02/05
,Messi#,Home,,,
3024, MESSI ,,46.6,-1,13-13-2023
3025,Messi#,,,,2023-01-01
3026,Messi,,,,13-13-2023
ORD3027, MESSI ,,,,13-13-2023
,Messi!!,,N/A,2,2024/02/05
ORD3029,Messi,Electronics,,,
ORD3030,messi,Home,,,13-13-2023
,messi,Home,,6,13-13-2023
,Messi,Home,487.46,2,2023-01-01
,messi,Electronics,N/A,,2023-01-01
,Messi#,,,,
3035,,,95.75,-1,
,messi,??,,-1,2023-01-01
,,Electronics,,,13-13-2023
, MESSI ,Electronics,,6,13-13-2023
3039,,Home,N/A,4,
,Messi#,,,5,13-13-2023
3041,messi,,,,
ORD3042, MESSI ,Clothing,N/A,-1,2023-01-01
,,Clothing,,7,2023-01-01
ORD3044, MESSI ,Clothing,268.46,,
,Messi,,N/A,9,2024/02/05
3046,,Home,,,
,,Clothing,,8,13-13-2023
3048, MESSI ,Clothing,,,
ORD3049,,??,438.35,-1,
3050,Messi,Clothing,,,
3051, MESSI ,,N/A,-1,2023-01-01
3052, MESSI ,Home,237.79,,2023-01-01
,Messi!!,Home,318.51,,2024/02/05
,messi,,121.65,,13-13-2023
,,,371.45,,2024/02/05
,Messi!!,,270.93,-1,2023-01-01
ORD3057,messi,Electronics,,7,2023-01-01
, MESSI ,Home,,9,
,Messi#,Electronics,N/A,,
ORD3060, MESSI ,,128.31,-1,2023-01-01
3061,,??,147.15,,
ORD3062,Messi,,130.01,4,13-13-2023
3063,Messi,,,-1,2023-01-01
3064,Messi#,??,348.37,,2023-01-01
,Messi,??,,9,
, MESSI ,Home,,,
ORD3067,,,92.59,,13-13-2023
,Messi#,??,N/A,,13-13-2023
ORD3069, MESSI ,Clothing,,,
,Messi#,??,412.34,,
,Messi,??,,2,
,,,399.16,,2024/02/05
,,Electronics,397.97,-1,13-13-2023
ORD3074,,Home,N/A,,2024/02/05
,Messi#,,,,
,Messi!!,??,N/A,,
3077, MESSI ,Clothing,,-1,
3078,,,420.07,,13-13-2023
3079,Messi,??,,-1,
3080,Messi,Electronics,,,
,Messi#,Clothing,N/A,10,13-13-2023
, MESSI ,Electronics,,,
3083, MESSI ,Electronics,69.14,,
3084,,??,,,
ORD3085,Messi#,Home,51.29,-1,
ORD3086, MESSI ,Home,,3,2023-01-01
ORD3087, MESSI ,Clothing,,6,13-13-2023
3088,Messi!!,Electronics,N/A,,
ORD3089,Messi,,,-1,2024/02/05
ORD3090,messi,Electronics,N/A,,
ORD3091,Messi!!,Electronics,N/A,2,
,Messi,??,N/A,,13-13-2023
,Messi,,,,13-13-2023
,Messi#,Home,,-1,13-13-2023
,Messi,,401.48,,
,,Electronics,189.77,6,
,,Clothing,,-1,13-13-2023
,,Clothing,N/A,-1,2023-01-01
,messi,??,,,2024/02/05
3100,Messi#,Clothing,N/A,5,2024/02/05
3101,Messi,Home,,6,13-13-2023
,Messi!!,Clothing,,,
ORD3103,,,,2,
ORD3104,Messi!!,Electronics,151.65,-1,13-13-2023
3105,,,,,2024/02/05
